a
b
c
cː
d
e
i
j
k
kʰ
kː
l
lː
m
mː
n
nː
o
p
pʰ
pː
r
rː
s
sː
t
tː
u
w
ã
ŋ
ŋː
ɔ
ɛ
ɟ
ɡ
ɲ
ɲː
ɳː
ʔ
