a
aˀ
b
d
d͡z
d͡ʒ
e
f
h
i
j
k
l
m
n
o
p
r
s
t
t͡s
t͡ʃ
u
v
y
z
æ
ø
øː
œ
ɑ
ɑː
ɔ
ɛ
ɡ
ɾ
ʃ
