a
bˡ
c
cʰ
d
dʱ
e
f
h
i
i̯
k
kʰ
l
l̥
m
mˡ
m̥
n
n̥
p
pʰ
pˡ
pˡʰ
q
qʰ
s
t
tʰ
t͡s
t͡sʰ
t͡ɕ
t͡ʂ
t͡ʂʰ
u
u̯
v
ç
ɒ
ɒ̃
ɕ
ə̯
ɨ
ɨ̯
ɲ
ɲ̊
ʂ
ʈ
ʐ
ʔ
ʝ
˥
˥˧
˧
˧˦
˧˩̤
˧ᵐ
˩
˩̰
ᵐb
ᵐbˡ
ᵐpˡʰ
ᵑkʰ
ᵑɡ
ᶮɟ
ᶯd͡ʐ
ᶯt͡ʂʰ
ᶯɖ
ᶰɢ
ẽ
ⁿd
ⁿd͡z
ⁿtʰ
ⁿt͡sʰ
