a
b
d
d͡ʒ
e
h
i
iː
j
k
l
m
n
o
oː
p
r
s
t
t͡ʃ
u
uː
w
x
á
ä
äː
ŋ
ə
ɛ
ɛː
ɡ
ɪ
ɪ̯
ɾ
ʃ
ʊ
ʊ̯
ʔ
