a
b
d
d͡ʒ
e
f
i
j
k
l
m
n
o
p
s
t
u
v
w
y
z
ã
õ
ø
ŋ
ũ
ɐ̃
ɑ̃
ɔ
ɔ̃
ɛ
ɛ̃
ɜ̃
ɡ
ɣ
ɥ
ɰ
ʃ
ʒ
