a
aː
b
d
d͡z
d͡ʒ
e
eː
f
i
iː
j
k
l
m
n
n̙
o
oː
p
r
r̥
s
t
t͡s
t͡ʃ
u
uː
v
w
z
ä
äː
ð
ð̞
ă
ĭ
ŋ
ũ
ŭ
ɔ
ɔː
ɔ̆
ɖ
ɛ
ɛː
ɛ̆
ɡ
ɣ
ɣ̞
ɬ
ɲ
ɳ
ɾ
ʃ
ʎ
ʒ
ʔ
β
β̞
θ
‿
