a
aː
aˤ
b
bː
cʰ
d
dː
dˤ
d͡ʒ
d͡ʒː
e
eː
e̝
f
fː
h
hː
i
iː
j
jː
k
kʰ
kː
l
lː
m
mː
n
nː
o
oː
p
pː
pˤ
q
qː
r
rː
rˤ
s
sː
sˤ
sˤː
t
tʰ
tː
tˤ
tˤː
t͡s
t͡çʰ
t͡ʃ
t͡ʃˤ
u
uː
v
vː
w
wː
x
xː
y
z
zː
zˤ
ä
æ
æː
ð
ðː
ðˤ
ā
ħ
ħː
ŋ
ŋː
ɑ
ɑː
ɑːː
ɑˤː
ɒ
ə
ɛ
ɛː
ɡ
ɡː
ɣ
ɣː
ɪ
ɪː
ɫ
ɾ
ɾˤ
ʃ
ʃː
ʃˤ
ʊ
ʊː
ʌ
ʒ
ʒː
ʔ
ʔː
ʕ
ʕː
θ
θː
θˤ
ḥ
‿
