a
b
d
d͡z
e
f
h
i
i̯
j
k
kʷ
l
m
n
o
p
r
s
s̪
t
t͡s
t͡ʃ
u
w
z
ɡ
ɣ
ɲ
ɾ
ʃ
ʎ
ʒ
β
