a
a̠
b
bʲ
d
e
e̠
i
i̠
k
kʰ
kʲ
m
mʲ
n
nʲ
o
o̠
p
pʰ
pʰʲ
s
sʰ
t
v
v̩
w
x
z
z̠̩
z̩
z̩ʷ
²
³
¹
æ
ŋ
ə
ə̠
ɛ
ɣ
ɤ
ɤ̠
ɮ
ɯ
ɯ̠
ʃ
ʃʰ
ʃʰʲ
ʃʲ
ʒ
ʔ
ʝ
⁴
⁵
⁶
