a
b
c
cː
d
d͡zʲ
d͡ʑ
d͡ʑː
d͡ʒ
d͡ʒ̺
e
f
i
j
k
l
lʲ
m
n
nʲ
nː
o
oː
o̞
o̞ː
p
r
s
sʲ
t
tʲ
t͡s
t͡sʲ
t͡ɕ
t͡ɕː
t͡ʃ
t͡ʃ̺
u
uː
v
z
zʲ
ä
ɑ
ɕ
ɘ
ɘː
ə
ɟ
ɟː
ɡ
ɨ
ɫ
ɯ
ɯː
ɯ̈
ɯ̈ː
ɲ
ɲː
ʃ
ʃː
ʃ̺
ʃ̺ː
ʋ
ʎ
ʎː
ʑ
ʒ
ʒ̺
ʔ
