a
b
d
d͡ʒ
e
eː
e͜o
e͜oː
f
h
i
iː
i͜u
i͜uː
i͜y
i͜yː
i︀︀
j
k
l
l̥
m
n
n̥
o
oː
o̯
p
r
rˠ
r̥
s
t
t͡ʃ
u
uː
v
w
x
y
yː
y̯
z
æ
æː
æ͜ɑ
æ͜ɑː
ç
ð
ø
øː
ŋ
ɑ
ɑː
ɑ̯
ɒ
ɔ
ɔː
ə
ɡ
ɣ
ɪ
ɫ
ɫː
ʃ
ʍ
ː︀︀︀
θ
