a
b
d
d͡z
e
f
i
i̯
j
k
l
m
n
o
p
r
s
t
t͡s
t͡ʃ
u
u̯
v
z
ĭ
ŋ
ŭ
ɔ
ə
ɛ
ɡ
ɲ
ʃ
ʎ
β
