a
a̯
b
c
d
e
e̯
f
h
i
i̯
j
k
kʰ
l
l̪
m
n
n̪
o
p
pʰ
pʼ
q
r
r̩
r̪
s
sː
s̪
t
tʰ
tˢ
t̪
t̪ʰ
t̪͡s̪
t͡s
t͡ʃ
u
u̯
v
w
z
ɑ
ə
ɪ
ɸ
ɾ
ʃ
θ
χ
