a
aː
b
d
d̪
d̪ː
d͡ʑ
d͡ʒ
e
eː
f
h
hᵄ
i
iː
i̯
j
jː
k
kʰ
kː
l
l̪
m
mː
n
nː
n̪
n̪ː
o
oː
p
pː
q
r
rː
s
t
t̪
t̪ː
t͡ɕ
t͡ɕː
u
uː
x
z
ŋ
ŋː
ɐ
ɑː
ɔ
ɕ
ɖ
ə
əʰ
əː
ə̃
ɛ
ɛː
ɡ
ɣ
ɦ
ɨ
ɨː
ɪ
ɪ̃ː
ɪ̯
ɭ
ɭː
ɯ
ɲ
ɲː
ɳ
ɳː
ɻ
ɾ
ɾ̪
ʂ
ʈ
ʈː
ʉ
ʊ
ʊ̯
ʋ
ʋː
ʔ
ʷo
