a
b
d
e
h
i
j
k
kʰ
kʷ
kʷʰ
l
m
n
o
p
pʰ
r
s
t
tʰ
t͡s
t͡ʃ
t͡ʃʰ
u
w
à
á
è
é
ì
í
ó
ù
ú
ɑ
ɑ̀
ɑ́
ɣ
ɬ
ɹ
ɾ
ʃ
ʔ
β
