a
aː
b
bː
d
d̪
d̪ː
d̪͡z̪
d͡z
d͡ʒ
e
eː
e̯
f
fː
h
i
iː
i̯
i̯ː
j
k
kʰ
kʷ
kː
kːʰ
kːʷ
l
lʲ
lː
lːʲ
l̠ʲ
l̪
m
mː
n
nː
n̠ʲ
n̪
o
oː
p
pʰ
pː
pːʰ
r
rː
s
sː
s̠
s̠ː
s̬
t
tʰ
t̪
t̪ʰ
t̪ː
t̪ːʰ
t̪͡s̪
t͡s
t͡ʃ
u
uː
u̯
u̯ː
v
w
y
yː
z
z̪
ä
äː
ä̃ː
ä̃ˑ
õː
ĩː
ŋ
ũː
ɔ
ɔː
ɔ̃ˑ
ɛ
ɛː
ɛ̃ˑ
ɡ
ɡʷ
ɡː
ɦ
ɪ
ɪ̃ˑ
ɫ̪
ɱ
ɲ
ɲː
ʃ
ʃː
ʊ
ʊ̃ˑ
ʏ
ː̯
ː͡s̪
ː͡z̪
ː͡ʃ
ː͡ʒ
ẽː
ỹː
