a
aː
b
d
d̥
d̪
d͡l
d͡ʒ
e
eː
h
i
iː
j
k
kʰ
kʼ
l
l̥
m
n
nː
n̥
n̩
o
oː
p
pʰ
r
s
sʰ
sʼ
t
tʰ
tʼ
u
w
x
z
à
àː
á
áː
ã
ãː
ã̀ː
ã́
èː
é
éː
ì
í
íː
ò
òː
ò̤ː
ó
óː
õ
õ̀
ú
ĩ
ĩː
ǹ̩
ɑ
ɑː
ɑ̀
ɑ̀ː
ɑ́
ɑ́ː
ɑ̃
ɑ̃ː
ɛ
ɛ̀
ɛ̀ː
ɛ́
ɛ̃
ɛ̃́
ɛ̈ː
ɣ
ɪ
ɪː
ɪ̀
ɪ́
ɪ́ː
ɪ̃
ɪ̃ː
ɪ̃̀
ɪ̃́
ɪ̃́ː
ɫ
ɬ
ɬʰ
ɬʼ
ɾ
ʃ
ʃʰ
ʃʼ
ʊ
ʒ
ʔ
˦
˦˥˩
˦˩˥
˨
˨˥˩
˨˩˥
ṍ
