a
a̯
aᵊ
b
d
d̪
d͡ʒ
e
f
h
i
i̯
j
k
l
m
mᵊ
n
o
p
r
s
t
t̚
t̪
t͡ʃ
u
u̯
v
w
ä
ĭ
ŋ
ŋ̄
ŭ
ɔ
ɘ
ə
ɛ
ɡ
ɪ
ɪ̯
ɲ
ʃ
ʊ
ʒ
ʔ
ʔ̚
