a
aː
b
d
d͡z
d͡ʒ
e
eː
e͡ɪ
f
h
i
iː
j
k
l
lʲ
l̩
m
m̩
n
nʲ
n̩
o
oː
p
r
s
t
t͡s
t͡ʃ
u
uː
u̯
v
x
y
z
æ
ŋ
ŋ̩
ɐ
ɑ
ɔ
ɔː
ɔ͡ɪ
ɘ
ə
ə̯
ɚ
ɛ
ɛː
ɛ̯
ɛ͡ɪ
ɜ
ɡ
ɨ
ɪ
ɪ̯
ɫ
ɫ̩
ɲ
ɾ
ʀ
ʀ̆
ʁ
ʃ
ʊ
ʊ̯
ʌ
ʎ
ʒ
χ
‿
