a
aː
a̠
a̯
b
bː
c
cː
c̟
c̠
d
dː
d̪
d̪ː
d͡z
d͡ʑ
d͡ʒ
d͡ʒʲ
d͡ː
e
f
fʷ
fː
h
i
iʲ
iː
i̞
j
k
kʷ
kː
k̟
k̟ʲ
l
lʷ
lː
m
mː
n
nː
n̠ʲ
n̩̪
n̪
n̺
o
p
pʲ
pː
r
rː
r̝
r̺
s
sː
t
tː
t̠͡ɕ
t̪
t̪ʲ
t̪ː
t̪͡s̪
t͡s
t͡ɕ
t͡ʃ
t͡ʃʲ
t͡ː
u
uː
u̞
v
vʲ
w
z
ã
ä
äː
ç
ð
ŋ
ũ
ɐ
ɑ̝
ɔ
ɔː
ɔ̯
ɕ
ɖ
ɖː
ə
ɛ
ɛː
ɛ̃
ɛ̯
ɟ
ɟː
ɡ
ɡː
ɡ̟
ɡ̟ʲ
ɣ
ɨ
ɪ
ɪː
ɪ̟
ɪ̯
ɫ̪
ɯ
ɱ
ɲ
ɲː
ɳ
ɹ
ɻ
ɽ
ɾ
ɾː
ɾ̪
ʂ
ʂː
ʃ
ʃʲ
ʃː
ʈ
ʈ̬
ʈ͡ʂ
ʉ
ʊ
ʊː
ʊ̠
ʋ
ʎ
ʐ
ʒ
ʔ
ʝ
β
