a
b
d
d͡z
d͡ʒ
e
f
h
i
j
j̃
k
kʷ
l
m
n
o
p
r
s
t
t͡ʃ
u
uː
v
w
w̃
y
z
ã
ð
õ
ø
ĩ
ũ
ǀ
ɐ
ɐː
ɐ̃
ɐ̃ː
ɐ̃̃
ɔ
ɔ̃
ə
ə̃
ɛ
ɛ̃
ɜ
ɜ̃
ɡ
ɡʷ
ɣ
ɦ
ɨ
ɪ
ɪ̯
ɪ̯̃
ɫ
ɱ
ɲ
ɹ
ɻ
ɾ
ʁ
ʃ
ʊ
ʊ̯
ʊ̯̃
ʎ
ʒ
β
χ
ẽ
‿
