a
aː
b
d
e
eː
f
h
i
iː
i̯
i̯ː
j
k
kʰ
kː
l
m
n
o
oː
o̯
p
p͡f
r
s
s̄
s̠
s̻
t
t͡s
u
uː
u̯
v
w
x
xː
z
ð
ŋ
ɑ
ɛ
ɡ
ɣ
θ
χ
