a
b
bː
b̚
c
d
dː
d̚
e
eː
eːˣ
eˣ
e̞
e̞ː
e̞̯
e̞̯ː
e̯
e̯ː
e̯ˣ
f
fː
h
hː
i
iː
iːˣ
iˣ
iˣˣ
i̯
i̯ː
i̯ˣ
j
jː
k
kː
k̚
k̟
l
lː
l̪
m
mː
m̥
m̩
n
nː
nˣ
n̪
o
oː
oˣ
o̞
o̞ː
o̞̯
o̯
o̯ˣ
p
pː
p̚
r
rː
s
sː
sˣ
s̠
s̠ː
t
tː
tˣ
t̪
t̪ː
t̪̚
t̪͡s̠
t͡s
t͡sʰ
t͡ʃ
u
uː
uˣ
u̯
w
wː
x
y
yː
yˣ
y̯
y̯ˣ
z
ã
æ
æː
æːˣ
æˣ
æ̯
ç
î
ø
øː
øˣ
ø̞
ø̞ː
ø̞̯
ø̯
ø̯ˣ
ŋ
ŋː
ɑ
ɑː
ɑːˣ
ɑˣ
ɑ̃
ɑ̃ː
ɑ̝
ɑ̝ː
ɑ̝̃
ɑ̝̃ː
ɕː
ə
ɡ
ɡː
ɡ̚
ɤ
ɦ
ɱ
ʃ
ʃː
ʋ
ʋː
ʒ
ʔ
ʔˣ
ʙː
ˣ
˦˨
