a
b
d
d͡z
d͡ʒ
e
h
i
iː
j
jʼ
jˀ
k
kʷ
kʷʼ
kʼ
l
lʼ
lˀ
l̰
mˀ
nˀ
o
p
pʼ
q
qʷ
qʷʼ
qʼ
qʼʷ
s
sʼ
t
tʼ
t͜ɬʼ
t͡s
t͡sʼ
t͡ɬʼ
t͡ʃ
t͡ʃʼ
u
uː
w
wʼ
wˀ
xʷ
ɑ
ɓ
ə
ɡ
ɡʷ
ɪ
ɬ
ʃ
ʃʼ
ʔ
ʕʷ
χ
χʷ
