a
b
d
d͡z
e
f
h
i
iː
j
k
k͡p
l
m
n
o
p
r
s
t
u
uː
v
w
x
y
ã
æ
ŋ
ɑː
ɑ̃ː
ɒ
ɔ
ɔː
ə
ɛ
ɛ̃
ɜ
ɜː
ɡ
ɡ͡b
ɣ
ɪ
ɲ
ɸ
ɹ
ʃ
ʊ
ʌ
ʒ
ː̃
β
