a
b
d
d͡ʒ
e
f
i
i̯
j
k
l
m
n
o
p
r
s
t
t͡ʃ
u
u̯
w
x
z
ŋ
ɡ
ɲ
ɾ
ʃ
ʎ
ʒ
θ
