a
aʴ
aː
b
b͡ʙ
d
d͡z
d͡zʷ
d͡ʐ
d͡ʑ
d͡ʙ
e
f
h̃
i
j
k
kʰ
l
l̥
m
m̩
n
n̠ʲ
o
oː
p
pʰ
p͡ʙ̥
q
qʰ
s
t
tʰ
t͡s
t͡sʰ
t͡ɕ
t͡ɕʰ
t͡ʂ
t͡ʂʰ
t͡ʙ
t͡ʙ̥
u
u̯
v
v̩
v̩ː
w
x
xⁿ
y
z
ã
æ
æː
æ̃
õ
ĩ
ŋ
ũ
ɑ
ɑ̃
ɚ
ɚː
ɛ
ɛ̃
ɡ
ɢ
ɤ
ɤ̃
ɥ
ɦ
ɦ̃
ɦⁿ
ɨ
ɨː
ɯ
ɲ
ɴ
ʁ
ʂ
ʂʰ
ʉ
ʐ
ʔ
ʕ̞
ʙ̩
˥
˥˧
˥˨
˦
˦˨
˧
˧˥
˧˩
˨
˨˨˦
˩
χ
