a
b
bʲ
d
dʲ
d͡z
d͡ʑ
d͡ʒ
e
f
fʲ
h
i
j
k
kʲ
l
lʲ
m
mʲ
n
nʲ
o
p
pʲ
r
rʲ
s
t
tʲ
t͡s
t͡ɕ
t͡ʃ
u
v
vʲ
w
wʲ
x
xʲ
z
æ
ç
ŋ
ŋʲ
ɔ
ɕ
ə
ɛ
ɡ
ɡʲ
ɨ
ɪ
ʃ
ʊ
ʑ
ʒ
χ
