a
aː
aⁿ
b
d
e
eː
eːⁿ
f
h
i
iː
i̯
j
k
l
m
n
n̩
o
oː
p
r
s
t
t͡s
u
uː
u̯
v
w
x
y
yː
y̯
z
öː
ø
øː
ŋ
œ
ɑ
ɔ
ɔː
ɔ̃ː
ɔ̈
ɘ
ə
ə̯
ɛ
ɛː
ɛ̃ː
ɡ
ɣ
ɪ
ɪ̃
ɪ̯
ʃ
ʏ
