a
aː
b
d
eː
f
h
i
iː
j
k
kʰ
k͡s
l
m
n
oː
r
s
sː
t
t͡s
u
uː
v
w
x
æ
æː
ç
ŋ
ɐ
ɐ̯
ɑː
ɔ
ə
ɛ
ɡ
ɪ
ɪ̯
ʃ
ʊ
ʊ̯
ʋ
