a
b
bʲ
d
dʲ
eː
f
fʲ
i
j
k
l
lʲ
m
mʲ
n
nʲ
o
oː
p
pʲ
r
rʲ
s
sʲ
t
tʲ
t͡sʲ
t͡ɕ
u
x
z
zʲ
õ
ɑ
ɔ
ɔː
ɕ
ɛ
ɛː
ɛ̃
ɡ
ɪ
ɯ
ʊ
ʋ
ʋʲ
ʑ
