a
b
bʷ
b̥
d
dʷ
d̥
d̥ʷ
d̪
d͡z
d͡zʷ
d͡ʒ
d͡ʒʷ
e
e̞
f
h
i
j
kʰ
kʰʷ
kʼ
kʼʷ
l
lʷ
m
mʷ
m̥
n
nʷ
o
oː
o̞
pʰ
pʰʷ
pʼ
pʼʷ
qʰ
qʼ
r
s
sʷ
t
tʰ
tʰʷ
tʼ
tʼʷ
t̪ʼ
t͡s
t͡sʰ
t͡sʰʷ
t͡sʼ
t͡sʼʷ
t͡ʃ
t͡ʃʰ
t͡ʃʰʷ
t͡ʃʼ
t͡ʃʼʷ
u
v
w
x
xʷ
z
zʷ
ä
ŋ
ɑ
ɔ
ɛ
ɡ
ɡʷ
ɡ̊
ɡ̊ʷ
ɣ
ɪ
ɫ
ɾ
ɾʷ
ɾ̣
ʁ
ʁʷ
ʂ
ʃ
ʃʷ
ʒ
ʒʷ
χ
χʷ
χʼ
χʼʷ
