a
aː
b
d
d͡z
d͡ʒ
e
eː
e̯
f
h
i
iː
i̯
j
k
l
m
n
o
oː
o̯
p
r
s
t
tʰ
t͡s
t͡ɕ
t͡ʃ
u
uː
u̯
v
w
y
yː
z
ã
ãː
æ
æː
æˑ
æ̃
æ̃ː
ç
õ
õː
ø
øː
øˑ
ŋ
œ
œː
ɐ
ɐ̯
ɑ
ɑː
ɑ̃
ɑ̃ː
ɔ
ɔː
ɔ̃ː
ɕ
ə
ə̯
ɛ
ɛː
ɛˑ
ɛ̃ː
ɜ
ɡ
ɣ
ɪ
ɪ̯
ɲ
ʀ
ʁ
ʃ
ʊ
ʊ̯
ʏ
ʑ
ʒ
ʔ
χ
