a
aː
b
d
d̪
d͡z
d͡ʒ
h
i
iː
j
jː
l
m
n
n̪
o
r
t̪
u
uː
v
w
y
ŋ
ɟ
ɡ
ɡ̊
ɪ̯
ɲ
ɳ
ɻ
ɽ
ʒ
