a
b
d
d͡ʒ
e
eː
f
h
i
j
k
l
m
n
o
p
s
t
t͡s
t͡ʃ
u
v
w
x
z
ŋ
ɐ
ə
ɛ
ɛː
ɡ
ɣ
ɪ
ɪ̯
ɲ
ɹ
ɾ
ʃ
ʊ
ʊ̯
ʔ
θ
