a
aː
b
bː
b̥
c
cː
d
dː
d̟͡ʒ
d̥
d͡z
d͡ʒ
d͡ʒ̥
e
eˀ
eː
e̞
f
fː
h
i
iː
i̯
j
jː
k
kʰ
kʲ
kʲʰ
kː
l
lː
m
mː
mᶣ
n
nː
n̩
o
oː
oˑ
p
pʰ
pʲ
pː
q
r
rʲ
rː
r̥
r̥̩
s
sː
s̪
t
tʰ
tː
t̚
t͡s
t͡sː
t͡ç
t͡ʃ
t͡ʃʲ
t͡ʃː
t͡ʃ̟
u
uː
uˑ
u̯
v
vː
w
x
xː
y
yː
y̥
y̯
z
zː
æ
æː
æˑ
æ̃ː
ç
ö
ø
ú
ü
ŋ
œ
œʷ
œː
ɑ
ɑˀ
ɑː
ɑˑ
ɑ̝
ɑ̝̂
ɔ
ə
ɛ
ɟ
ɡ
ɡʲ
ɡː
ɢ
ɢː
ɣ
ɨ
ɪ
ɪː
ɫ
ɫː
ɯ
ɯː
ɯ̥
ɲ
ɴ
ɹ
ɾ
ɾ̥
ʂ
ʃ
ʃʲ
ʃː
ʊ
ʋ
ʏ
ʐ
ʒ
ʔ
ʝ
χ
χː
