a
d
e
h
i
j
j̃
k
m
n
o
p
r
t
u
w
ã
æ̃
ç
ĩ
ŋ
ũ
ɔ
ɔ̃
ɛ
ɛ̃
ɟ
ɟⁿ
ɡ
ɨ
ɪ
ɲ
ɸ
ɹ
ɹ̃
ɾ
ʃ
ʌ
ʌ̃
ʔ
ᵑɡ
ẽ
ỹ
ⁿɡ
