a
aː
aˑ
a̝
a̝ː
b
bʷ
bː
b̥
c
cː
c͡ç
c͡çʷ
c͡çː
d
dː
d̠̥
d̥
d̪
e
eː
e̞
e̯
e̯ː
f
fː
h
i
iː
iˑ
i̞
i̯
j
jː
k
kʰ
kʰː
kʷ
kː
l
lʷ
lː
lˑ
l̠
l̥
l̩
l̻
m
mː
mˑ
n
nː
nˑ
n̠
n̥
n̩
o
oʷː
oː
oˑ
o̞
o̞ː
o̞ˑ
o̯
o̯ː
p
pʰ
pʰː
pː
r
rʷ
rː
rˠ
r̥
r̥ˠ
r̩
s
sʲ
sʷ
sː
s̪
t
tʰ
tʰː
tː
tˑ
t̠
t͡ʃ
t͡ʃʰ
u
uʰ
uʷː
uː
uˑ
u̞
u̞ʰ
u̞ː
u̞ˑ
u̞̯
u̯
u̯ː
u̯ˑ
u͍ː
v
vː
w
y
yʷ
yʷː
yʷˑ
yː
yˑ
y̯ʷː
yᵝː
²
¹
à
â
âː
ã
æ
æː
æˑ
æ̌
æ̞
æ̞ː
ç
çʷ
çː
èː
êː
î
ð
ô
ôː
ø
øʷː
øː
øˑ
ø̂ː
ùː
ù̞ː
ú̞
ú̞ː
ûː
û̞
ěː
ń̩
ŋ
ŋʲ
ŋː
œ
œʷ
œʷː
œː
œˑ
œ̀
ũ̞
ũ̞ː
ŷː
ǐˑ
ǔ̞
ǔ̞ː
ǽ
ǿː
ɐ
ɐː
ɐ̞
ɐ̞ː
ɐ̞ˑ
ɐ̞̀
ɐ̞́ː
ɐ̞̂
ɐ̞̃
ɐ̞̃̌
ɐ̞̌
ɐ̯
ɐ̯ː
ɑ
ɑː
ɑˑ
ɑ̀
ɑ̂
ɑ̂ː
ɑ̈
ɒ
ɒː
ɔ
ɔʷ
ɔː
ɔˑ
ɔ̀
ɔ̂
ɔ̂ː
ɔ̞
ɕ
ɖ
ɖː
ə
əː
ə̌
ɛ
ɛː
ɛ̝
ɛ̝ː
ɛ̝ˑ
ɛ̞
ɛ̯
ɞ
ɞː
ɞ̞
ɞ̞ː
ɞ̞́
ɟː
ɟ͡ʝ
ɟ͡ʝː
ɡ
ɡʷ
ɡː
ɡ̊
ɡ̥
ɣ
ɣʷ
ɪ
ɪː
ɪˑ
ɪ̞
ɪ̯
ɪ̯ː
ɪ̯ˑ
ɬ
ɭ
ɰ
ɱ
ɲ
ɲː
ɲ̩
ɳ
ɳː
ɳ̩
ɵ
ɵː
ɵˑ
ɵ̯
ɵ̯ː
ɶː
ɹ
ɺ̠
ɻ
ɻʷ
ɽ
ɽː
ɽ̊
ɾ
ɾː
ɾˠ
ɾ̥
ɾ̥ˠ
ɾ̺
ʁ
ʂ
ʂː
ʃ
ʃː
ʈ
ʈː
ʉ
ʉʷ
ʉʷː
ʉː
ʉˑ
ʉ̌
ʉ̟
ʉ̟ː
ʉ̯
ʉ̯ː
ʊ
ʊʷ
ʊː
ʊ̟
ʊ̟ʰ
ʊ̯
ʊ̯ː
ʋ
ʋː
ʎ
ʎː
ʎ̥
ʏ
ʏʷ
ʏʷː
ʏː
ʏˑ
ʏ́ʷ
ʏ̌ʷ
ʏ̯
ʏ̯ʷ
ʏ̯ː
ʔ
ʝ
ʝː
