a
b
d
e
eː
f
h
i
iː
j
k
kʰ
l
m
n
o
oː
p
r
s
t
u
uː
v
w
y
z
ã
ø
ŋ
ɑː
ɑ̃
ɒ
ɔː
ɔ̃
ə
ɛ
ɛː
ɛ̃
ɡ
ɡʰ
ɲ
ɾ
ʁ
ʃ
ʒ
