a
aː
b
d
d͡ʒ
h
i
iː
i̯
j
k
m
m̥
m̩ːː
n
p
r
s
t
t͡ʃ
u
uː
w
ɔ
ɔː
ɛ
ɛː
ɡ
ɯ
ɯː
ɯ̯
ɰ
ɲ
ɸ
ɾ
β
θ
