a
aː
c
d
e
h
i
j
k
kʰ
l
m
n
o
oː
p
pʰ
r
s
t
tʰ
u
w
²
³
¹
ŋ
ɓ
ɔ
ɗ
ə
əː
ɛ
ɡ
ɣ
ɨ
ɲ
ʔ
⁴
⁵
⁶
⁷
