a
aː
b
bː
d
dˤ
d̪ˤ
d͡ʒ
e
eː
e̞ː
f
h
i
iː
j
k
kː
l
m
n
o
oː
o̞ː
p
q
r
s
sˤ
t
tˀ
tˤ
t̪
u
uː
v
w
x
z
æ
æː
ð
ðˤ
ħ
ŋ
ō
ɐ
ɑ
ɑː
ɒ
ə
ɛ
ɛː
ɟ
ɡ
ɣ
ɪ
ɫ
ɮˤ
ɾ
ʁ
ʃ
ʊ
ʒ
ʔ
ʕ
ʜ
θ
χ
‿
