a
aʰ
aː
a̠
b
b̥
c
d
d̥
d̪
d͡ʑ
d͡ʒ
e
eʰ
eː
eːʰ
eˑ
f
h
i
iː
i̯
i̯ː
j
k
kʷ
kː
l
l̺
m
m̺
n
nː
n̺
o
oː
p
r
rʷ
s
sː
t
tː
t͡ʃ
t͡ʃː
u
uː
v
w
w̩
y
yː
z
ã
ãː
ä
ø
øː
ĩː
ŋ
ŋː
œ
ũː
ɐ
ɑ
ɑː
ɑ̃ː
ɒː
ɔ
ɔː
ɕ
ə
ɛ
ɛʰ
ɛː
ɟ
ɡ
ɱ
ɲ
ɾ
ʃ
ʎ
ʒ
ẽ
ẽː
