a
aː
a͡ɐ
b
d
e
eː
f
h
i
iː
i̯
j
k
kʰ
l
lː
m
n
nː
n̩
o
oː
p
r
s
s̺
t
t͡ʃ
u
uː
u̯
v
w
x
xː
y
yː
y̆
y̯
z
~
æ
æː
ç
ð
øː
ŋ
ŋː
ŋ̩
œ
œː
ɐ
ɑ
ɑː
ɑ͡ɐ
ɒː
ɔ
ɔː
ə
ə̯
ɛ
ɛː
ɡ
ɡː
ɣ
ɣː
ɪ
ɪː
ɪˑ
ɪ̯
ɪ̯͡ɐ
ɫ
ɾ
ʃ
ʈ
ʊ
ʊ̯
ʋ
ʏ
