a
b
d
d͡ʒ
e
f
h
i
j
k
l
m
n
o
p
q
r
s
sˤ
t
tˤ
t͡ʃ
u
w
x
y
z
ð
ħ
ɑ
ɒ
ə
ɡ
ɣ
ʃ
ʔ
ʕ
θ
