a
aː
a̠
a͜ɪ
a͜ʊ
a͡ʊ
b
bː
b̥
cʰ
cː
d
dː
d̥
d̪
e
eː
e̞
eꜜ
f
fː
f̪
h
i
iː
j
jː
k
kʰ
kʲ
kʲː
kː
k̟ʰ
k̟ʰː
l
lː
l̪
l̪ː
m
mː
m̥
n
nː
nˑ
n̪
n̪ː
o
oː
o̯
p
pʰ
pː
r
rː
r̪
s
sː
sˑ
s̪
s̪ː
t
tʰ
tʰː
tː
tˑ
t̠
t̪
t̪ʰ
t̪ː
t͡ɕ
t͡ʃ
u
uʷː
uː
v
vː
v̥
w
xː
y
yː
z
²
¹
á
â
â̠
ä
ä̂
ä̌
æ
æː
æ̌
ç
êː
íː
î̝
ôː
ø
øː
ø̀ː
ø̂ʷː
úː
ûː
ýː
ÿː
ěː
ŋ
ŋː
œ
œː
œ́
œ́ː
œ̝
œ̞
œ̞ː
œ̞̌
ŷː
ǎ
ǐː
ǒː
ɐ̯
ɑ
ɑː
ɑ́
ɑ̂ː
ɑ̌ː
ɑ̹ː
ɒː
ɒ̀ː
ɒ̜
ɒ̜ː
ɔ
ɔː
ɔ́
ɔ̂
ɔ̌
ɔ̯
ɕ
ɕː
ɖ
ɖː
ɖˑ
ɖ̥
ɘ
ə
ə̯
ɛ
ɛː
ɛ̀
ɛ̂
ɛ̂ː
ɛ̌ː
ɛ̝
ɛ̝ʷ
ɛ̞
ɛ̠
ɛ̠̂
ɛ͡ɵ
ɜ
ɟ
ɡ
ɡː
ɡ͡s
ɤʷː
ɧ
ɧː
ɪ
ɪ̂
ɭ
ɯ̂ᵝː
ɱ
ɲ
ɳ
ɳː
ɵ
ɵː
ɵ́
ɵ̂
ɵ̄
ɵ̞
ɵ̞̂
ɵ̞̌
ɶ
ɶː
ɹ
ɹː
ɽ
ɾ
ɾ̪
ʁ
ʂ
ʂː
ʃ
ʈ
ʈː
ʉ
ʉː
ʉ̂ː
ʉ̟ː
ʉ̟̀
ʉ̟́ː
ʉ͍ː
ʊ
ʊː
ʊ̝
ʊ̯
ʋ
ʏ
ʏ̂
ʏ̌
ʒ
ʝ
ˇl
˔ː
˥˧
˥˩
˧˩
˩
˩˥˥
β̞
ọː
ỳː
ỵː
‿
𝆑ʷ
𝆑ʷː
