a
aː
b
bʲ
c
d
d̪
e
eː
eːˀ
e̞
e̞ː
f
h
i
iː
i̯
i͡ɛ
j
k
kː
l
lˀ
lː
m
mʲ
m̄
n
nː
n̪
o
oː
o̯
p
pʲ
pː
r
rː
s
s̪
t
t̪
t̪͡s̪
t͡s
t͡ʃ
u
uː
uːː
v
vʷ
w
x
z
z̪
à
àː
à͜ʊ
â
âː
æ
æː
æ̀
æ̀ː
æ̂
æ̂ː
è
ê
êː
ì
ìː
î
îː
ò
ô
ôː
ô̯
ù
ùː
û
ûː
ā
āː
ē
ēː
ī
īː
ī̯
ŋ
ō
ōː
ū
ūː
ǣ
ǣː
ɐ̯
ɑ
ɑː
ɑ̂
ɑ̂ː
ɑ̄ː
ɑ̟
ɑ̟ː
ɔ
ɔː
ɔ̯
ə
ə̯
ɛ
ɛː
ɛ̀
ɛ̀ː
ɛ̂
ɛ̂ː
ɛ̃
ɛ̄
ɛ̄ː
ɛ̯
ɛ̯̂
ɟ
ɡ
ɪ
ɫ
ɲ
ɾ
ɾ̂
ʃ
ʃː
ʊ
ʎ
ʒ
ʔ
ː̂
