a
aː
e
eː
f
i
j
k
kʰ
kʷ
k̚
l
m
mʲ
n
o
oː
p
pʰ
pʲ
p̚
s
t
t̚
t͡s
t͡sʰ
t͡ɕ
u
v
w
x
z
z̩
ŋ
ɐ
ɓ
ɔ
ɕ
ɗ
ə
ɯ
ɲ
ʔ
˥˧
˧
˧˥
˧˩
˨˦
˩
