#
a
aː
b
d
e
eː
f
h
i
iː
j
k
kʰ
kʷ
kʷʰ
k̚
l
m
n
o
oː
p
pʰ
p̚
s
t
tʰ
t̚
t͡ɕ
u
uː
w
ŋ
ɔ
ɔː
ə̯
ɛ
ɛː
ɤ
ɤː
ɯ
ɯː
ɰ
ɲ
ʋ
ʔ
ʔʷ
˥˥˨
˥˧˧
˥˨
˧
˧˥
˧˦
˧˨
˧˩
˩˧
˩˨
