a
aˀ
b
d
d͡ʒ
e
h
i
iː
j
k
l
m
n
o
p
r
s
t
t͡ʃ
u
uʷ
uː
w
ŋ
ɐ
ə
ɡ
ɪ
ɲ
ʃ
ʔ
