a
b
bː
d
dː
d͡ʒ
d͡ʒː
e
f
h
i
j
jː
k
kʷ
kʼ
kʼʷ
l
lː
m
mː
n
nː
o
p
pʼ
pʼː
r
rː
s
sʷ
sʼ
sː
sːʷ
t
tʰ
tʷ
tʼ
tʼː
tː
t͡s
t͡sʼ
t͡ʃ
t͡ʃʼ
t͡ʃʼː
t͡ʃː
u
v
w
z
zː
ə
ɡ
ɡʷ
ɡː
ɨ
ɲ
ɲː
ɾ
ʃ
ʃː
ʊ
ʒ
ʔ
β
