a
b
d
e
i
iⁿ
j
jᵐ
k
kʷ
m
n
o
p
r
s
t
u
w
ã
ãᵐ
ãᵑ
ãⁿ
õ
ĩ
ĩᵐ
ĩᵑ
ĩⁿ
ŋ
ũ
ũᵑ
ũⁿ
ɔ
ɔ̃
ɛ
ɛ̃
ɛ̃ᵐ
ɛ̃ᵑ
ɛⁿ
ɡ
ɡʷ
ɣ
ɣʷ
ɣ̞
ɨ
ɨ̃
ɯ̯
ɲ
ɾ
ɾ̃
ʃ
ʒ
ʔ
ʝ
ʝ̞
β
β̞
β̞̞
ᵐb
ⁿd
