a
aː
b
d
d̪
d͡ʒ
e
h
i
j
k
k̚
l
m
n
o
p
r
s
t
t͡ʃ
u
w
y
ī
ŋ
ɔ
ə
ɛ
ɡ
ɪ
ɲ
ɾ
ʃ
ʊ
ʋ
ʌ
ʒ
ʔ
