a
b
bʲ
d
d͡z
d͡ʐ
d͡ʑ
e
f
fʲ
h
i
iː
j
k
l
lʲ
m
m̥
m̩
n
o
p
pʲ
p͡fː
r
rʲ
rː
r̝
r̥ː
s
t
t͡s
t͡ɕ
t͡ʂ
u
v
vʲ
w
w̃
x
z
zː
ã
ŋ
ɒ
ɔ
ɔ̃
ɕ
ɛ
ɛ̃
ɡ
ɣ
ɦ
ɨ
ɫ
ɲ
ʂ
ʐ
ʑ
