a
aᵈ
aᵐ
aⁿ
b
d
d͡ʒ
e
eⁿ
h
h̃
i
iᵐ
iⁿ
j
k
kʷ
k̃
l
m
n
o
oᵐ
p
p̃
s
t
t̃
u
uᵑ
uⁿ
v
w
x
ã
ãᵑ
õ
ĩ
ŋʷ
ũ
ũᵐ
ɔ
ɔᵐ
ɕ
ɕ̃
ɛ
ɛ̃
ɡ
ɡʷ
ɨ
ɨ̃
ɨᵈ
ɨᵑ
ɰʷ
ɲ
ɾ
ɾ̃
ʃ
ʋ
ʋ̃
ʒ
ʔ
ᵈj
ᵐb
ẽ
ẽⁿ
ⁿd
