a
b
bː
c
d
d̪
d̪ː
e
eː
f
h
i
iː
j
k
kː
l
lː
m
mː
n
nː
o
oː
p
r
rʲ
s
sː
t
tː
t̪
t͡ʃ
u
uˀ
uː
v
w
x
y
z
zː
æ
æː
ŋ
ɑ
ɑː
ɒː
ɒːˀ
ə
ɛː
ɟ
ɡ
ɤ
ɤː
ɯ
ɯː
ɲ
ʃ
ʃː
ʎ
ʎː
ʒ
ʒː
ʔ
