a
aː
b
c
d
d͡z
d͡ʒ
f
i
iː
j
k
l
m
m̥
m̩
n
n̩
p
pʰ
r
r̩
r̩ː
s
sː
t
t͡s
t͡ʃ
u
uː
v
x
z
æ
ŋ
ŋ̩
ǀ
ɔ
ɔˑ
ɔ̩
ə
ɛ
ɟ
ɡ
ɫ
ɫ̩
ɱ
ɲ
ɾ
ʃ
ʎ
ʎ̩
ʒ
β̞
‿
