a
aː
b
d
d͡ʒ
e
eː
h
i
iː
j
k
l
lː
m
mː
n
o
oː
p
r
s
t
t͡ʃ
u
uː
w
x
ú
ŋ
ə
əː
ɟ
ɡ
ɣ
ɲ
ʃ
β
