a
b
bː
cː
d
dˤ
d̪ː
d̪ˤ
d͡ʒː
f
fː
h
i
i̞
j
jː
k
kʷ
kʷː
l
lː
l̩
l̩ː
m
mː
m̩
m̩ː
n
n̪
n̪ː
n̪̩
n̪̩ː
q
qː
r
rː
rˤ
r̩
r̩ː
r̩ˤ
r̩ˤː
s
sː
sˤ
s̩
t
tˤ
t̪
t̪ː
t̪ˤ
t̪ˤː
t͡ʃː
u
u̞
w
wː
x
xʷ
z
zː
zˤ
zˤː
æ
æ̝
ç
ð
ðˤ
ħ
ɑ
ɑ̝
ə
ɟː
ɡ
ɡʷ
ɡʷː
ɣ
ɣʷ
ɪ̙
ɪ̙̞
ʁ
ʁː
ʃ
ʊ̙
ʊ̙̞
ʒ
ʕ
ʝ
β
θ
χ
χː
