a
b
d
e
eː
f
h
i
iː
i̯
i͜yː
j
k
l
m
n
nː
o
oː
p
r
s
s̺
t
u
uː
u̯
v
w
x
y̯
æ
ð
ĩː
ɑ
ɑː
ɑ̯
ɑ̯ː
ɔ
ɔː
ɔ̯
ɛ
ɛː
ɛ̯
ɡ
ɣ
ɪ
ɪ̯
ʊ
β
θ
