a
aʰ
aː
b
b̥
c
cʰ
cː
d
d̥
e
eː
f
fː
h
i
iː
i̯
i̯ː
j
jː
k
kʰ
kʲ
kː
l
lː
l̥
l̥ʷ
m
mː
m̥
m̥ː
n
nː
n̥
n̥ː
n̩
o
oː
p
pʰ
pː
r
rː
r̥
s
sː
s̺
t
tʰ
tː
t̪
t͡ɬ
u
uʰ
uː
u̯
u̯ʰ
u̯ː
u̯ˑ
v
v̥
x
xʷ
y
yː
y̯
~
ä
äː
ç
ð
ðː
ð̠
ø
ŋ
ŋː
ŋ̊
œ
œʰ
œː
œ̝
ɐ
ɐ̞
ɔ
ɔː
ɔ̯
ɛ
ɛʰ
ɛː
ɛ̝
ɛ̯
ɛ̯ː
ɡ
ɡ̊
ɣ
ɣ̊
ɪ
ɪː
ɪ̯
ɬ
ɲ
ɲ̊
ɽ̊
ɾ
ʂ
ʉ
ʊ̯ː
ʋ
ʏ
ʏː
˕
θ
θ̠
