a
aː
b
d
d͡ʒ
e
eː
i
iː
j
k
kʰ
kʷ
kʷʰ
l
m
n
o
oː
p
pʰ
s
t
tʰ
tː
t͡ʃ
t͡ʃʰ
u
uː
w
x
xʷ
z
ŋ
ə
ɡ
ɡʷ
ɣ
ɣʷ
