a
aː
b
bʲ
bʲː
bː
d
dʲ
dʲː
dː
d̚
d͡z
d͡zʲ
d͡ʐ
d͡ʐʲ
e
f
fʲ
fʲː
i
j
jː
k
kʲ
kʲː
kː
lʲ
lʲː
m
mʲ
mʲː
mː
m̥
m̩
n
nʲ
nʲː
nː
o
o̞
p
pʲ
pʲː
pː
r
rʲ
rʲː
rː
s
sʲ
sʲː
sː
t
tʲ
tʲː
tː
t̪ˠ
t͡s
t͡sʲ
t͡sː
t͡ɕ
t͡ɕː
t͡ʂ
u
u̯
v
vʲ
vʲː
vː
x
xʲ
z
zʲ
zʲː
zː
æ
ɐ
ɑː
ɕ
ɕː
ə
ə̃
ɛ
ɛː
ɡ
ɡʲ
ɡʲː
ɡː
ɣ
ɦ
ɨ
ɪ
ɪ̯
ɫ
ɫː
ɵ
ʂ
ʂː
ʉ
ʊ
ʌ
ʐ
ʐː
ʑ
ʑː
ʔ
ʙː
ʲ
˧˨
˨˦
‿
⁽ʲ
⁾
⁾ː
