a
aː
b
d
d͡z
d͡ʒ
e
f
h
i
iː
j
k
l
m
n
o
oː
p
q
r
s
t
t͡ʃ
u
uː
v
w
x
y
z
æ
ř
řʲ
ɑ
ɑː
ə
ɛ
ɛː
ɡ
ɣ
ɪ
ɫ
ɯ
ɳ
ɾ
ʁ
ʃ
ʃʰ
ʉ
ʒ
χ
